Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Customer_Age_Months,Average_distance,Total_Bookings,Booking_Trend,Accumulation_Trend,Redemption_Trend,Seasonality_Index,Recency_Months,Behavioral_Churn,Hard_Churn,F_score,M_score,R_score,Segment,Customer_Segment
354442,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,78691.0,Married,Aurora,6880.47,Standard,2017,1,0.0,0.0,23,1969.5833333333333,28,0.7272727272727271,2.01,0.42,28.67,0.0,0,0,2,3,2,2,Active Regular Customers
410373,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,0.0,Single,Aurora,6880.63,Standard,2013,1,0.0,0.0,71,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,3,,0,Occasional Flyers
884505,Canada,Quebec,Montreal,H4G 3T4,Male,College,0.0,Single,Aurora,6880.63,Standard,2017,4,0.0,0.0,20,2176.7083333333335,41,-0.17647058823529413,-0.4,76.83,19.58,0.0,0,0,3,3,2,2,Active Regular Customers
646756,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,79178.0,Married,Aurora,6883.67,Standard,2018,10,0.0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,3,,0,Occasional Flyers
723707,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,94010.0,Married,Aurora,6883.69,Standard,2018,5,0.0,0.0,7,942.8333333333334,12,1.4,11.33,0.0,12.0,1.0,0,0,1,3,2,0,Occasional Flyers
795820,Canada,Alberta,Calgary,T3E 2V9,Female,College,0.0,Divorced,Aurora,6889.1,Standard,2017,1,0.0,0.0,23,1893.875,29,0.5428571428571429,-0.1,0.0,52.92,1.0,0,0,2,3,2,2,Active Regular Customers
586076,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,82043.0,Married,Aurora,8712.16,2018 Promotion,2018,2,0.0,0.0,10,4504.181818181818,32,5.333333333333333,12386.5,0.0,96.0,1.0,0,0,2,3,2,1,Champions / Premium Travelers
452279,Canada,British Columbia,Victoria,V10 6T5,Male,College,0.0,Single,Aurora,6893.17,Standard,2017,3,2017.0,11.0,21,1165.2083333333333,15,-0.45454545454545453,-1.0,-0.95,6.92,13.0,1,1,1,3,1,3,Dormant Customers
431392,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,0.0,Single,Aurora,6896.09,Standard,2018,11,0.0,0.0,1,111.58333333333333,2,0.3333333333333333,446.33,0.0,1.0,0.0,0,0,1,3,2,0,Occasional Flyers
449084,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,79717.0,Married,Aurora,6897.51,Standard,2012,5,0.0,0.0,79,3741.375,50,0.2692307692307692,0.14,-0.98,25.67,1.0,1,0,4,3,2,2,Active Regular Customers
489549,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,79717.0,Married,Aurora,6897.51,Standard,2018,1,2018.0,9.0,11,697.1666666666666,11,0.5652173913043479,2.27,0.0,23.58,4.0,0,1,1,3,1,0,Occasional Flyers
530613,Canada,Ontario,London,M5B 3E4,Female,High School or Below,51522.0,Married,Aurora,6903.95,Standard,2015,5,0.0,0.0,43,1975.0,32,0.19999999999999998,0.46,85.67,8.67,0.0,0,0,2,3,2,2,Active Regular Customers
293685,Canada,Ontario,Ottawa,K1F 2R2,Female,High School or Below,46225.0,Married,Aurora,6906.2,Standard,2016,9,0.0,0.0,27,718.875,16,-0.47058823529411764,-1.0,-0.95,8.67,6.0,1,0,1,3,1,0,Occasional Flyers
213979,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,63218.0,Married,Aurora,6907.55,Standard,2012,9,0.0,0.0,75,2355.0416666666665,38,0.1333333333333333,0.2,1.15,39.0,0.0,0,0,3,3,2,2,Active Regular Customers
442980,Canada,Ontario,Toronto,P2T 6G3,Female,College,0.0,Married,Aurora,6912.04,Standard,2016,9,0.0,0.0,27,2424.4583333333335,35,0.4249999999999999,0.75,-0.29,2.25,0.0,0,0,3,3,2,2,Active Regular Customers
438383,Canada,Ontario,Kingston,M9K 2P4,Female,Master,123546.0,Divorced,Aurora,6913.57,Standard,2017,9,0.0,0.0,15,1513.0,23,0.028571428571428584,-0.3,0.0,21.58,0.0,1,0,2,3,2,2,Active Regular Customers
470802,Canada,Ontario,Toronto,M2Z 4K1,Female,High School or Below,52717.0,Married,Aurora,6921.97,Standard,2018,7,0.0,0.0,5,729.2083333333334,13,2.1666666666666665,2916.83,87.83,8.25,0.0,0,0,1,3,2,0,Occasional Flyers
932453,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,96954.0,Married,Aurora,6925.18,Standard,2015,3,0.0,0.0,45,2102.0416666666665,32,0.09756097560975614,-0.01,4.97,26.0,2.0,0,0,2,3,1,2,Active Regular Customers
153953,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,53360.0,Single,Aurora,6930.63,Standard,2017,12,0.0,0.0,12,1434.0833333333333,25,2.3913043478260874,11.23,8.31,16.25,0.0,0,0,2,3,2,0,Occasional Flyers
384737,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,53360.0,Single,Aurora,6930.63,Standard,2016,1,2016.0,9.0,35,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,3,,0,Occasional Flyers
137999,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,70787.0,Single,Aurora,6938.87,Standard,2012,7,0.0,0.0,77,2294.25,41,-0.4545454545454546,-0.78,-0.97,8.92,1.0,1,0,3,3,2,2,Active Regular Customers
838553,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70787.0,Single,Aurora,6938.87,Standard,2017,7,2018.0,3.0,17,314.875,7,-0.28,-1.0,-0.97,0.92,9.0,1,1,1,3,1,3,Dormant Customers
771943,Canada,Ontario,Toronto,P1J 8T7,Female,College,0.0,Married,Aurora,6940.97,Standard,2014,7,0.0,0.0,53,2666.6666666666665,45,0.22448979591836735,0.4,0.27,16.25,1.0,0,0,4,3,2,2,Active Regular Customers
523188,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,0.0,Divorced,Aurora,8714.92,2018 Promotion,2018,3,0.0,0.0,9,6562.909090909091,47,0.5319148936170213,0.4,0.0,65.58,1.0,0,0,4,3,2,2,Active Regular Customers
384602,Canada,Ontario,Toronto,M2Z 4K1,Female,College,0.0,Married,Aurora,6941.9,Standard,2015,4,2017.0,5.0,44,422.625,11,-0.37931034482758624,-1.0,-0.97,18.25,19.0,1,1,1,3,1,3,Dormant Customers
281328,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,244617.0,Married,Aurora,6943.56,Standard,2013,9,0.0,0.0,63,1424.4583333333333,30,-0.47826086956521746,-0.88,-0.96,4.33,1.0,1,0,2,3,2,2,Active Regular Customers
784271,Canada,Quebec,Montreal,H4G 3T4,Male,Doctor,244617.0,Married,Aurora,6943.56,Standard,2014,11,0.0,0.0,49,1683.4166666666667,23,0.27272727272727265,-0.01,3.17,13.58,0.0,0,0,2,3,2,2,Active Regular Customers
983242,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,61614.0,Single,Aurora,6948.33,Standard,2013,2,0.0,0.0,70,3499.25,50,-0.035714285714285726,-0.17,0.6,29.67,0.0,0,0,4,3,2,2,Active Regular Customers
714206,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,47776.0,Married,Aurora,6950.1,Standard,2013,10,0.0,0.0,62,2122.75,40,-0.4444444444444445,-0.47,-0.98,20.67,3.0,1,0,3,3,1,2,Active Regular Customers
279468,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,0.0,Married,Aurora,6961.95,Standard,2017,2,0.0,0.0,22,2863.125,52,-0.4923076923076923,-0.65,0.0,19.33,0.0,1,0,4,3,2,2,Active Regular Customers
760166,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,0.0,Married,Aurora,6961.95,Standard,2017,6,0.0,0.0,18,2579.6666666666665,41,0.5348837209302325,0.71,-0.96,49.58,1.0,0,0,3,3,2,2,Active Regular Customers
616667,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,274508.0,Married,Aurora,6966.32,Standard,2014,3,0.0,0.0,57,2363.5,32,0.5405405405405405,0.75,272.83,22.0,0.0,0,0,2,3,2,0,Occasional Flyers
881818,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,62521.0,Married,Aurora,6966.69,Standard,2017,7,0.0,0.0,17,2291.5416666666665,32,0.42105263157894735,0.78,2.18,28.0,0.0,0,0,2,3,2,2,Active Regular Customers
677963,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,256041.0,Married,Aurora,6974.92,Standard,2015,9,0.0,0.0,39,1440.0,26,0.054054054054054085,0.04,7.11,11.0,0.0,0,0,2,3,2,2,Active Regular Customers
944454,Canada,Quebec,Montreal,H2T 2J6,Male,College,0.0,Single,Aurora,6980.33,Standard,2018,1,0.0,0.0,11,954.3333333333334,14,0.75,3.49,-0.96,3.67,0.0,0,0,1,3,2,0,Occasional Flyers
932270,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,0.0,Married,Aurora,6986.6,Standard,2013,3,0.0,0.0,69,3298.4583333333335,49,0.3800000000000001,1.12,0.29,62.25,0.0,0,0,4,3,2,2,Active Regular Customers
133065,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,48421.0,Married,Aurora,6990.92,Standard,2014,10,0.0,0.0,50,1667.1666666666667,27,-0.17500000000000002,-0.36,-0.99,14.25,0.0,1,0,2,3,2,2,Active Regular Customers
959977,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,12497.0,Married,Aurora,9453.0,2018 Promotion,2018,3,0.0,0.0,9,6777.545454545455,67,0.7894736842105264,0.97,-0.97,111.58,0.0,0,0,4,4,2,2,Active Regular Customers
270730,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,101168.0,Married,Aurora,6992.53,Standard,2012,10,0.0,0.0,74,3034.7083333333335,43,0.10204081632653057,-0.1,0.15,3.58,0.0,1,0,4,3,2,2,Active Regular Customers
938482,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,101168.0,Married,Aurora,6992.53,Standard,2016,8,2017.0,9.0,28,912.9166666666666,15,-0.45454545454545453,-1.0,0.0,12.25,17.0,1,1,1,3,1,3,Dormant Customers
181852,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,0.0,Single,Aurora,6993.38,Standard,2016,10,0.0,0.0,26,2125.4583333333335,40,-0.16,-0.26,2.4,3.33,1.0,0,0,3,3,2,2,Active Regular Customers
321457,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,73572.0,Married,Aurora,6997.83,Standard,2016,1,0.0,0.0,35,1839.2083333333333,34,0.046511627906976764,0.03,81.83,7.0,0.0,0,0,2,3,2,2,Active Regular Customers
992986,Canada,Quebec,Hull,J8Y 3Z5,Female,College,0.0,Single,Aurora,7017.15,Standard,2017,4,0.0,0.0,20,2708.125,42,0.4,0.97,0.9,30.33,0.0,0,0,3,3,2,2,Active Regular Customers
215952,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,123841.0,Married,Aurora,7019.18,Standard,2012,8,0.0,0.0,76,1338.5,27,0.026315789473684223,-0.08,-0.95,28.92,3.0,1,0,2,3,1,2,Active Regular Customers
662973,Canada,Ontario,Toronto,M2M 7K8,Male,Master,123841.0,Married,Aurora,7019.18,Standard,2015,4,0.0,0.0,44,2038.625,32,-0.09302325581395345,-0.36,-0.97,8.67,0.0,1,0,2,3,2,2,Active Regular Customers
800450,Canada,Ontario,Ottawa,K1G 4Z0,Female,Master,123841.0,Married,Aurora,7019.18,Standard,2016,12,0.0,0.0,24,3005.9166666666665,40,-0.5714285714285715,-0.82,0.0,12.67,1.0,1,0,3,3,2,2,Active Regular Customers
926494,Canada,Quebec,Tremblant,H5Y 2S9,Male,Master,123841.0,Married,Aurora,7019.18,Standard,2015,11,0.0,0.0,37,2202.4166666666665,37,0.945945945945946,1.2,1.3,6.92,0.0,0,0,3,3,2,2,Active Regular Customers
262574,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,50000.0,Divorced,Aurora,7025.04,Standard,2018,7,0.0,0.0,5,755.625,13,2.1666666666666665,3022.5,0.0,10.25,0.0,0,0,1,3,2,0,Occasional Flyers
672649,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,53089.0,Married,Aurora,10390.67,2018 Promotion,2018,3,0.0,0.0,9,5174.909090909091,34,1.8000000000000003,2.26,0.0,49.0,0.0,0,0,2,4,2,2,Active Regular Customers
552364,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,0.0,Single,Aurora,7027.76,Standard,2016,9,0.0,0.0,27,1306.9583333333333,21,-0.029411764705882307,0.33,3.14,4.25,2.0,0,0,2,3,1,2,Active Regular Customers
428922,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,89964.0,Married,Aurora,7031.46,Standard,2014,5,0.0,0.0,55,2267.9583333333335,36,0.18604651162790697,0.69,2.3,6.0,1.0,0,0,3,3,2,2,Active Regular Customers
399973,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,51119.0,Married,Aurora,7031.79,Standard,2013,10,0.0,0.0,62,2044.4583333333333,32,-0.26666666666666666,-0.63,-0.97,18.0,2.0,1,0,2,3,1,2,Active Regular Customers
563386,Canada,Ontario,Toronto,M1R 4K3,Female,College,0.0,Divorced,Aurora,7035.53,Standard,2017,10,0.0,0.0,14,1200.0,21,0.6551724137931034,1.75,0.0,0.92,0.0,0,0,2,3,2,0,Occasional Flyers
814067,Canada,Alberta,Calgary,T3E 2V9,Male,College,0.0,Divorced,Aurora,7035.53,Standard,2012,11,0.0,0.0,73,2712.5,51,-0.052631578947368376,-0.14,0.0,31.58,0.0,1,0,4,3,2,2,Active Regular Customers
592145,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,88423.0,Married,Aurora,7035.76,Standard,2015,1,0.0,0.0,47,1763.125,31,-0.1627906976744186,-0.32,-0.96,4.25,2.0,1,0,2,3,1,2,Active Regular Customers
632974,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,95307.0,Married,Aurora,7035.97,Standard,2018,8,0.0,0.0,4,952.75,12,2.0,3811.0,84.67,12.67,0.0,0,0,1,3,2,0,Occasional Flyers
559622,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,49643.0,Married,Aurora,7039.26,Standard,2015,11,0.0,0.0,37,2953.2916666666665,46,-0.037735849056603786,0.51,-0.98,8.33,0.0,0,0,4,3,2,2,Active Regular Customers
680569,Canada,Quebec,Montreal,H2T 2J6,Male,College,0.0,Married,Aurora,7046.48,Standard,2015,12,0.0,0.0,36,3298.2083333333335,46,-0.37931034482758624,-0.58,7.14,11.0,0.0,0,0,4,3,2,2,Active Regular Customers
894532,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,68416.0,Married,Aurora,10392.96,2018 Promotion,2018,4,0.0,0.0,8,10873.818181818182,65,3.0263157894736845,3.98,0.0,293.58,0.0,0,0,4,4,2,1,Champions / Premium Travelers
278928,Canada,Ontario,Trenton,K8V 4B2,Female,College,0.0,Single,Aurora,7054.78,Standard,2018,6,0.0,0.0,6,617.6666666666666,11,1.8333333333333333,2470.67,0.0,10.25,0.0,0,0,1,3,2,0,Occasional Flyers
572448,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,0.0,Single,Aurora,7054.78,Standard,2018,10,0.0,0.0,2,608.625,8,1.3333333333333333,2434.5,0.0,6.0,0.0,0,0,1,3,2,0,Occasional Flyers
861480,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,0.0,Single,Aurora,7055.96,Standard,2018,10,0.0,0.0,2,295.125,6,1.0,1180.5,0.0,5.67,0.0,0,0,1,3,2,0,Occasional Flyers
146086,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,70285.0,Single,Aurora,7057.46,Standard,2015,11,0.0,0.0,37,2112.9583333333335,40,-0.16,-0.14,2.21,90.0,1.0,0,0,3,3,2,2,Active Regular Customers
580341,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,59596.0,Married,Aurora,7057.89,Standard,2014,4,0.0,0.0,56,3463.75,47,0.4375,0.87,1.26,53.58,0.0,0,0,4,3,2,2,Active Regular Customers
526349,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,78641.0,Married,Aurora,7069.74,Standard,2012,8,0.0,0.0,76,2113.2916666666665,37,0.35714285714285715,1.48,-0.08,0.92,0.0,0,0,3,3,2,2,Active Regular Customers
262351,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,98168.0,Divorced,Aurora,7072.93,Standard,2017,11,0.0,0.0,13,1016.0416666666666,12,1.6842105263157894,97.7,2.24,8.67,2.0,0,0,1,3,1,0,Occasional Flyers
458745,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,68665.0,Divorced,Aurora,11926.75,2018 Promotion,2018,3,2018.0,11.0,9,2072.7272727272725,24,4.0,5700.0,-0.96,144.0,5.0,0,1,2,4,1,1,Champions / Premium Travelers
543852,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,101063.0,Married,Aurora,7074.4,Standard,2014,3,0.0,0.0,57,2511.25,38,0.04347826086956524,-0.35,-0.99,17.67,1.0,1,0,3,3,2,2,Active Regular Customers
307631,Canada,Ontario,Toronto,M2Z 4K1,Female,College,0.0,Single,Aurora,7076.65,Standard,2017,1,2017.0,9.0,23,878.0833333333334,12,-0.4,-1.0,-0.97,12.67,16.0,1,1,1,3,1,3,Dormant Customers
350059,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,0.0,Single,Aurora,7076.65,Standard,2017,11,2018.0,7.0,13,969.5416666666666,14,-0.43750000000000006,-1.0,0.0,8.33,6.0,1,1,1,3,1,0,Occasional Flyers
486776,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,276623.0,Married,Aurora,7080.13,Standard,2014,1,0.0,0.0,59,2134.25,43,0.6744186046511629,1.92,1.8,32.92,1.0,0,0,4,3,2,2,Active Regular Customers
611247,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,100585.0,Married,Aurora,7081.69,Standard,2012,8,0.0,0.0,76,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,3,,0,Occasional Flyers
251095,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,70916.0,Divorced,Aurora,7082.83,Standard,2016,11,0.0,0.0,25,2396.375,46,-0.037735849056603786,-0.12,-0.99,35.67,0.0,1,0,4,3,2,2,Active Regular Customers
242812,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,102904.0,Married,Aurora,7083.64,Standard,2015,8,0.0,0.0,40,2951.0,43,-0.4107142857142857,-0.72,-0.99,6.92,3.0,1,0,4,3,1,2,Active Regular Customers
822727,Canada,Ontario,Trenton,K8V 4B2,Female,College,0.0,Single,Aurora,7086.18,Standard,2015,11,2018.0,6.0,37,3050.9166666666665,40,-0.6896551724137931,-1.0,-0.98,92.0,6.0,1,1,3,3,1,2,Active Regular Customers
526344,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,70475.0,Married,Aurora,7089.68,Standard,2018,1,0.0,0.0,11,1432.1666666666667,23,1.64,4.99,0.54,0.92,0.0,0,0,2,3,2,0,Occasional Flyers
870522,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,70475.0,Married,Aurora,7089.68,Standard,2016,5,0.0,0.0,31,2570.5833333333335,46,0.6666666666666666,0.06,-0.95,9.0,0.0,0,0,4,3,2,2,Active Regular Customers
337925,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,65021.0,Divorced,Aurora,7090.47,Standard,2014,8,0.0,0.0,52,2589.875,36,0.5,1.02,0.0,56.67,0.0,0,0,3,3,2,2,Active Regular Customers
874363,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,85235.0,Married,Aurora,7094.16,Standard,2018,11,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,3,,0,Occasional Flyers
507555,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,48760.0,Married,Aurora,7094.17,Standard,2014,3,0.0,0.0,57,2647.25,49,-0.1578947368421052,-0.3,-0.99,30.92,0.0,1,0,4,3,2,2,Active Regular Customers
201273,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,58735.0,Married,Aurora,12516.92,2018 Promotion,2018,4,0.0,0.0,8,13657.363636363636,89,3.3695652173913047,6.02,182.0,442.92,0.0,0,0,4,4,2,1,Champions / Premium Travelers
956558,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,0.0,Married,Aurora,7107.66,Standard,2018,1,0.0,0.0,11,1785.125,28,0.7272727272727271,1.85,0.0,4.0,0.0,0,0,2,3,2,2,Active Regular Customers
966580,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,82910.0,Divorced,Aurora,7109.3,Standard,2015,12,0.0,0.0,36,2072.4166666666665,32,-0.1818181818181818,-0.32,-0.46,8.67,2.0,1,0,2,3,1,2,Active Regular Customers
462993,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,79157.0,Divorced,Aurora,7122.27,Standard,2013,11,0.0,0.0,61,2153.375,33,0.2749999999999999,0.76,-0.99,12.92,0.0,0,0,2,3,2,2,Active Regular Customers
601027,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,79157.0,Divorced,Aurora,7122.27,Standard,2014,9,0.0,0.0,51,2896.8333333333335,45,-0.23636363636363633,-0.39,201.67,24.92,0.0,0,0,4,3,2,2,Active Regular Customers
266536,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,47884.0,Married,Aurora,7123.08,Standard,2015,10,0.0,0.0,38,1284.2083333333333,22,0.31249999999999994,-0.03,0.0,5.67,0.0,0,0,2,3,2,2,Active Regular Customers
390924,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,72997.0,Single,Aurora,7130.29,Standard,2016,11,2017.0,7.0,25,698.0,10,-0.35714285714285715,-1.0,0.0,19.0,17.0,1,1,1,3,1,3,Dormant Customers
184035,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,75657.0,Married,Aurora,7143.04,Standard,2014,7,0.0,0.0,53,1658.0,25,0.3235294117647059,0.02,0.0,3.58,0.0,0,0,2,3,2,2,Active Regular Customers
632398,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,75657.0,Married,Aurora,7143.04,Standard,2013,8,0.0,0.0,64,2332.5833333333335,43,0.02000000000000001,0.22,-0.99,8.25,1.0,1,0,4,3,2,2,Active Regular Customers
290994,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,58588.0,Single,Aurora,7158.53,Standard,2012,12,0.0,0.0,72,2831.0833333333335,37,0.15909090909090906,0.21,-0.95,65.58,4.0,1,0,3,3,1,2,Active Regular Customers
760672,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,81085.0,Divorced,Aurora,7159.81,Standard,2016,9,0.0,0.0,27,2218.9166666666665,34,0.7027027027027027,0.68,-0.97,9.67,1.0,0,0,2,3,2,2,Active Regular Customers
483212,Canada,Ontario,Toronto,P2T 6G3,Female,College,0.0,Single,Aurora,7163.54,Standard,2016,6,2017.0,2.0,30,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,3,,0,Occasional Flyers
489108,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,0.0,Single,Aurora,7163.54,Standard,2012,11,0.0,0.0,73,1603.9166666666667,26,-0.052631578947368446,0.65,-0.96,15.0,3.0,0,0,2,3,1,2,Active Regular Customers
475535,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,52233.0,Divorced,Aurora,12904.94,2018 Promotion,2018,2,0.0,0.0,10,5177.090909090909,32,0.19999999999999998,-0.45,69.0,93.33,0.0,0,0,2,4,2,2,Active Regular Customers
430323,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,85936.0,Married,Aurora,7172.07,Standard,2014,2,0.0,0.0,58,1797.7083333333333,27,-0.35714285714285715,-0.76,-0.99,0.92,1.0,1,0,2,3,2,2,Active Regular Customers
883055,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,86947.0,Single,Aurora,7173.91,Standard,2014,5,0.0,0.0,55,1650.9583333333333,28,-0.10000000000000003,0.01,-0.98,3.33,1.0,1,0,2,3,2,2,Active Regular Customers
762117,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,51716.0,Divorced,Aurora,7176.59,Standard,2018,6,0.0,0.0,6,2350.8333333333335,34,0.24390243902439027,0.19,0.66,28.33,0.0,0,0,2,3,2,2,Active Regular Customers
309352,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,56904.0,Married,Aurora,7180.27,Standard,2015,7,0.0,0.0,41,2341.9166666666665,46,-0.25000000000000006,-0.44,0.14,17.67,1.0,1,0,4,3,2,2,Active Regular Customers
631853,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,62862.0,Married,Aurora,7180.97,Standard,2012,8,0.0,0.0,76,4030.4166666666665,64,-0.11764705882352935,0.02,0.7,40.67,0.0,0,0,4,3,2,2,Active Regular Customers
470272,Canada,Nova Scotia,Halifax,B3C 2M8,Female,College,0.0,Married,Aurora,7188.61,Standard,2016,11,0.0,0.0,25,2415.9166666666665,43,-0.20754716981132076,-0.13,0.0,8.25,0.0,1,0,4,3,2,2,Active Regular Customers
140042,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,87401.0,Single,Aurora,7189.11,Standard,2014,8,2014.0,8.0,52,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,3,,0,Occasional Flyers
486117,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,54507.0,Married,Aurora,7193.1,Standard,2012,12,0.0,0.0,72,2030.0833333333333,31,-0.1627906976744186,0.1,-0.96,11.58,0.0,1,0,2,3,2,2,Active Regular Customers
472702,Canada,Ontario,Ottawa,K1F 2R2,Male,High School or Below,39896.0,Single,Aurora,7198.42,Standard,2018,5,0.0,0.0,7,829.125,11,1.8333333333333333,3316.5,0.0,14.25,1.0,0,0,1,3,2,0,Occasional Flyers
805598,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,90620.0,Married,Aurora,13178.43,2018 Promotion,2018,4,0.0,0.0,8,11130.181818181818,70,2.714285714285715,3.75,0.0,110.33,0.0,0,0,4,4,2,1,Champions / Premium Travelers
328543,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,78247.0,Married,Aurora,7199.65,Standard,2016,4,0.0,0.0,32,2045.5416666666667,33,-0.4375,-0.62,1.41,6.92,2.0,0,0,2,3,1,2,Active Regular Customers
129372,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,0.0,Married,Aurora,7200.66,Standard,2018,12,0.0,0.0,0,2875.125,49,-0.288135593220339,-0.47,-0.42,10.92,0.0,1,0,4,3,2,2,Active Regular Customers
483627,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,0.0,Married,Aurora,7200.66,Standard,2014,4,0.0,0.0,56,1995.25,32,0.42105263157894735,0.73,0.29,34.0,1.0,0,0,2,3,2,2,Active Regular Customers
493061,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,0.0,Married,Aurora,7200.66,Standard,2014,11,0.0,0.0,49,2091.9583333333335,34,0.3499999999999999,0.66,3.01,51.67,0.0,0,0,2,3,2,2,Active Regular Customers
