CLV,Total_Bookings,Average_distance,Recency_Months,Booking_Trend,Accumulation_Trend,Redemption_Trend,Seasonality_Index,Actual_Churn,Churn_Probability,Risk_Level,Customer_Segment,Recommended_Action
4899.98,38,2529.9166666666665,0.0,-0.42307692307692313,-0.59,-0.98,19.0,0,0.0021622067,Low Risk,Active Regular Customers,No immediate action
2402.17,14,766.125,0.0,2.3333333333333335,3064.5,0.0,6.33,0,0.004883167,Low Risk,Occasional Flyers,No immediate action
4636.55,36,2216.7916666666665,0.0,-0.08695652173913047,0.05,-0.98,4.67,0,0.0018996883,Low Risk,Active Regular Customers,No immediate action
11269.23,36,1912.875,0.0,-0.1702127659574468,-0.34,0.76,17.33,0,0.0015523718,Low Risk,Active Regular Customers,No immediate action
7610.84,9,697.4583333333334,1.0,1.5,2789.83,0.0,8.25,0,0.007513585,Low Risk,Occasional Flyers,No immediate action
6521.37,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.53108716,Medium Risk,Occasional Flyers,Double miles campaign
7901.7,14,664.5833333333334,15.0,-0.43750000000000006,-1.0,-0.95,16.33,1,0.9559125,High Risk,Dormant Customers,30% bonus miles + reactivation email
33873.18,27,1638.8333333333333,0.0,0.026315789473684223,-0.45,-0.98,28.92,0,0.0017090687,Low Risk,Active Regular Customers,No immediate action
3735.84,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.61384726,Medium Risk,Occasional Flyers,Double miles campaign
8159.14,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5989688,Medium Risk,Occasional Flyers,Double miles campaign
4165.4,28,1773.875,1.0,-0.28571428571428575,-0.55,-0.95,4.67,0,0.008510993,Low Risk,Active Regular Customers,No immediate action
11084.61,47,2853.4583333333335,0.0,0.8409090909090907,0.99,-0.97,18.25,0,0.0018967612,Low Risk,Active Regular Customers,No immediate action
8849.69,34,2502.6666666666665,0.0,-0.04545454545454547,0.09,-0.99,35.0,0,0.001748608,Low Risk,Active Regular Customers,No immediate action
9217.13,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6173351,Medium Risk,Occasional Flyers,Double miles campaign
3044.79,42,2734.2916666666665,0.0,0.6046511627906977,0.84,0.0,89.67,0,0.0063455,Low Risk,Active Regular Customers,No immediate action
8427.17,7,419.7916666666667,3.0,0.65,16.67,0.0,5.58,0,0.15030287,Low Risk,Occasional Flyers,No immediate action
2590.1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7261017,Medium Risk,Occasional Flyers,Double miles campaign
6796.84,38,1971.2083333333333,0.0,0.22727272727272727,-0.04,0.0,1.67,0,0.0021927946,Low Risk,Active Regular Customers,No immediate action
8509.85,40,2569.25,0.0,1.8181818181818181,2.79,0.0,16.67,0,0.0050058956,Low Risk,Active Regular Customers,No immediate action
11578.13,24,1290.9166666666667,2.0,-0.4000000000000001,-0.62,2.62,22.0,0,0.016824553,Low Risk,Active Regular Customers,No immediate action
2754.46,35,2431.8333333333335,0.0,-0.3877551020408164,-0.48,-0.98,32.92,0,0.0019825583,Low Risk,Active Regular Customers,No immediate action
7781.0,42,3046.0416666666665,1.0,0.21276595744680843,0.82,0.14,37.67,0,0.013369394,Low Risk,Active Regular Customers,No immediate action
16728.34,29,1684.9583333333333,0.0,0.676470588235294,1.34,-0.97,8.25,0,0.0019477024,Low Risk,Active Regular Customers,No immediate action
3694.15,35,1755.0416666666667,0.0,0.11627906976744191,0.12,-0.98,6.25,0,0.0017834004,Low Risk,Active Regular Customers,No immediate action
19454.41,6,320.5,0.0,1.0,1282.0,0.0,3.0,0,0.0012626745,Low Risk,Occasional Flyers,No immediate action
3867.97,26,1603.1666666666667,0.0,1.3571428571428568,3.32,72.67,6.33,0,0.008555996,Low Risk,Occasional Flyers,No immediate action
2175.74,36,2182.4583333333335,0.0,-0.1702127659574468,-0.44,1.17,44.67,0,0.0031167413,Low Risk,Active Regular Customers,No immediate action
8272.49,20,1080.0,11.0,-0.5263157894736842,-1.0,-0.98,0.67,0,0.82890177,High Risk,Dormant Customers,30% bonus miles + reactivation email
5170.03,20,1367.0833333333333,0.0,3.3333333333333335,5468.33,143.67,28.67,0,0.010387094,Low Risk,Occasional Flyers,No immediate action
7638.44,44,2985.7083333333335,2.0,-0.1509433962264151,-0.2,-0.99,22.0,0,0.020211227,Low Risk,Active Regular Customers,No immediate action
2659.34,45,3051.4583333333335,2.0,-0.43103448275862066,-0.71,3.4,42.25,0,0.019721719,Low Risk,Active Regular Customers,No immediate action
10796.45,8,590.2916666666666,7.0,-0.30769230769230765,-1.0,0.0,6.0,1,0.9482256,High Risk,Occasional Flyers,Weekend fare promotion
5189.29,36,2204.8333333333335,0.0,0.09090909090909094,0.22,0.22,6.0,0,0.0022074769,Low Risk,Active Regular Customers,No immediate action
36860.73,42,2684.9583333333335,0.0,0.21276595744680843,0.27,1.4,71.0,0,0.0034222275,Low Risk,Active Regular Customers,No immediate action
7452.54,13,818.3333333333334,0.0,0.2692307692307693,0.38,118.83,10.25,0,0.0040152804,Low Risk,Occasional Flyers,No immediate action
3962.83,45,2449.3333333333335,0.0,-0.01923076923076924,-0.22,1.59,29.58,0,0.00199792,Low Risk,Active Regular Customers,No immediate action
4014.45,18,1119.5833333333333,2.0,1.727272727272727,6.29,0.0,13.67,0,0.041350465,Low Risk,Occasional Flyers,No immediate action
7370.62,11,607.5416666666666,0.0,1.8333333333333333,2430.17,124.83,18.25,0,0.0069949394,Low Risk,Occasional Flyers,No immediate action
5904.09,39,2257.3333333333335,4.0,-0.3653846153846153,-0.3,-0.97,16.92,0,0.06943539,Low Risk,Active Regular Customers,No immediate action
6272.42,29,1514.3333333333333,0.0,0.676470588235294,1.94,2.37,2.25,0,0.0017110338,Low Risk,Active Regular Customers,No immediate action
5968.12,27,2011.8333333333333,0.0,-0.26829268292682923,-0.42,-0.98,14.92,0,0.0027549814,Low Risk,Active Regular Customers,No immediate action
4764.19,45,3207.625,1.0,-0.16666666666666666,-0.52,-0.96,3.58,0,0.011447862,Low Risk,Active Regular Customers,No immediate action
14158.61,36,4333.272727272727,0.0,2.9230769230769234,8.78,88.33,6.67,0,0.03986556,Low Risk,Active Regular Customers,No immediate action
5028.74,9,867.0833333333334,0.0,1.5,3468.33,0.0,4.25,0,0.0044961465,Low Risk,Occasional Flyers,No immediate action
5917.47,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.61241716,Medium Risk,Occasional Flyers,Double miles campaign
3323.86,25,1585.625,1.0,0.08333333333333337,-0.23,0.0,8.92,0,0.008220762,Low Risk,Active Regular Customers,No immediate action
8200.79,53,9031.09090909091,1.0,1.3720930232558142,1.4,-0.97,102.25,0,0.021739738,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
13432.0,97,12811.272727272728,0.0,2.6,7.92,0.0,264.25,0,0.010425016,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
9123.91,41,2339.625,1.0,0.23913043478260865,1.48,-0.97,32.25,0,0.0072820215,Low Risk,Active Regular Customers,No immediate action
9700.35,43,2512.375,0.0,0.02000000000000001,0.31,-0.98,4.25,0,0.003983513,Low Risk,Active Regular Customers,No immediate action
3241.84,31,1961.2916666666667,2.0,-0.1627906976744186,0.07,3.22,18.25,0,0.010939159,Low Risk,Active Regular Customers,No immediate action
3167.89,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.61886096,Medium Risk,Occasional Flyers,Double miles campaign
2822.59,8,327.75,12.0,-0.30769230769230765,-1.0,0.0,2.67,1,0.94552267,High Risk,Dormant Customers,30% bonus miles + reactivation email
12349.7,31,2015.2916666666667,1.0,0.3421052631578947,1.36,-0.98,17.58,0,0.008548156,Low Risk,Active Regular Customers,No immediate action
8170.62,9,645.875,5.0,0.3043478260869565,2.38,-0.99,4.25,0,0.74346477,Medium Risk,Occasional Flyers,Double miles campaign
9810.41,31,1927.5416666666667,8.0,-0.6326530612244898,-1.0,-0.96,10.92,1,0.9133825,High Risk,Active Regular Customers,Personalized route discount
3336.22,33,2044.375,1.0,0.8857142857142857,1.75,-0.98,2.92,0,0.00817938,Low Risk,Active Regular Customers,No immediate action
6047.03,28,1487.2916666666667,0.0,0.10526315789473678,0.59,1.81,8.67,0,0.0013041631,Low Risk,Active Regular Customers,No immediate action
8513.59,7,192.58333333333334,0.0,1.1666666666666667,770.33,0.0,5.58,0,0.002291074,Low Risk,Occasional Flyers,No immediate action
26197.41,45,2504.75,0.0,-0.16666666666666666,-0.39,0.0,16.25,0,0.0019548147,Low Risk,Active Regular Customers,No immediate action
4740.2,8,493.0416666666667,16.0,-0.30769230769230765,-1.0,0.0,6.0,1,0.94151294,High Risk,Dormant Customers,30% bonus miles + reactivation email
7821.19,5,268.1666666666667,1.0,0.8333333333333334,1072.67,0.0,2.25,0,0.003747058,Low Risk,Occasional Flyers,No immediate action
16069.95,43,2965.25,1.0,-0.058823529411764656,0.1,-0.96,19.58,0,0.011465013,Low Risk,Active Regular Customers,No immediate action
3221.79,1,40.25,0.0,0.16666666666666666,161.0,98.17,0.25,0,0.0023070802,Low Risk,Occasional Flyers,No immediate action
3145.46,30,1909.5416666666667,1.0,-0.14285714285714285,-0.15,0.0,11.67,0,0.00739991,Low Risk,Active Regular Customers,No immediate action
8509.85,32,2259.4583333333335,1.0,-0.425531914893617,-0.58,-0.45,2.0,0,0.014231721,Low Risk,Active Regular Customers,No immediate action
2533.74,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5360927,Medium Risk,Occasional Flyers,Double miles campaign
2592.44,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7261017,Medium Risk,Occasional Flyers,Double miles campaign
3873.65,8,462.375,20.0,-0.30769230769230765,-1.0,0.0,6.0,1,0.893238,High Risk,Dormant Customers,30% bonus miles + reactivation email
3903.8,27,1679.8333333333333,0.0,0.1351351351351351,0.04,0.0,14.92,0,0.0027580892,Low Risk,Active Regular Customers,No immediate action
9384.48,32,2187.2083333333335,0.0,0.19999999999999998,0.54,-0.96,2.0,0,0.0020249893,Low Risk,Active Regular Customers,No immediate action
7388.18,32,2197.2916666666665,0.0,0.42105263157894735,1.18,2.8,8.0,0,0.0032777367,Low Risk,Active Regular Customers,No immediate action
3430.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.63413346,Medium Risk,Occasional Flyers,Double miles campaign
8217.43,24,1561.0833333333333,1.0,0.0,0.78,0.0,20.67,0,0.008189118,Low Risk,Active Regular Customers,No immediate action
3439.09,35,2262.4583333333335,3.0,0.11627906976744191,0.6,-0.99,49.58,0,0.033088543,Low Risk,Active Regular Customers,No immediate action
4515.45,10,828.3333333333334,1.0,1.6666666666666667,3313.33,0.0,8.33,0,0.008310633,Low Risk,Occasional Flyers,No immediate action
2487.73,27,1562.3333333333333,1.0,0.3714285714285715,0.39,-0.98,24.25,0,0.0057473355,Low Risk,Active Regular Customers,No immediate action
4629.0,24,1549.875,2.0,0.11428571428571434,0.14,-0.97,2.67,0,0.016132275,Low Risk,Active Regular Customers,No immediate action
5339.49,45,3099.625,1.0,-0.0943396226415094,-0.16,2.58,17.58,0,0.014166346,Low Risk,Active Regular Customers,No immediate action
2592.44,32,2232.5416666666665,3.0,-0.425531914893617,-0.84,79.83,2.67,0,0.028679064,Low Risk,Active Regular Customers,No immediate action
5780.18,5,334.1666666666667,0.0,0.8333333333333334,1336.67,0.0,6.25,0,0.002202504,Low Risk,Occasional Flyers,No immediate action
13248.64,39,2858.75,0.0,-0.1428571428571429,-0.41,2.28,16.92,0,0.00096333574,Low Risk,Active Regular Customers,No immediate action
9415.53,1,86.75,1.0,0.16666666666666666,347.0,0.0,0.25,0,0.008797905,Low Risk,Occasional Flyers,No immediate action
6689.02,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5884156,Medium Risk,Occasional Flyers,Double miles campaign
4938.89,47,3057.0833333333335,0.0,0.018867924528301893,0.09,0.0,4.92,0,0.0065671355,Low Risk,Active Regular Customers,No immediate action
4674.71,89,12380.181818181818,0.0,2.277777777777778,4.72,79.83,397.58,0,0.009946251,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
2403.54,36,2176.0833333333335,3.0,-0.326530612244898,-0.73,0.26,8.67,0,0.05584822,Low Risk,Active Regular Customers,No immediate action
5390.27,15,905.5833333333334,0.0,2.5,3622.33,0.0,6.92,0,0.0071569853,Low Risk,Occasional Flyers,No immediate action
5087.02,38,2480.0416666666665,0.0,0.04347826086956524,-0.01,73.17,13.67,0,0.0013134961,Low Risk,Active Regular Customers,No immediate action
4339.87,19,1417.5416666666667,13.0,-0.5135135135135136,-1.0,0.0,16.92,1,0.9669088,High Risk,Dormant Customers,30% bonus miles + reactivation email
4883.12,42,2357.7083333333335,0.0,0.4,0.67,0.0,6.33,0,0.0052884356,Low Risk,Active Regular Customers,No immediate action
3113.34,48,3086.7916666666665,1.0,-0.3389830508474576,-0.66,2.74,38.0,0,0.014262546,Low Risk,Active Regular Customers,No immediate action
5548.03,62,7917.545454545455,0.0,2.9729729729729737,18.2,90.5,475.67,0,0.021057414,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
2695.18,48,2884.7083333333335,0.0,0.23529411764705888,0.5,-0.99,28.67,0,0.0014934543,Low Risk,Active Regular Customers,No immediate action
2494.87,40,1893.625,0.0,0.3636363636363637,1.65,66.83,8.67,0,0.0008476825,Low Risk,Active Regular Customers,No immediate action
4686.81,19,1035.625,0.0,1.375,7.89,0.0,10.25,0,0.0049918457,Low Risk,Occasional Flyers,No immediate action
2803.8,34,2069.4583333333335,1.0,-0.4489795918367347,-0.8,-0.98,7.0,0,0.007664859,Low Risk,Active Regular Customers,No immediate action
4754.65,24,1733.625,0.0,0.5000000000000001,1.27,-0.98,0.0,0,0.0033004514,Low Risk,Active Regular Customers,No immediate action
15727.13,40,3213.5,2.0,0.08510638297872336,0.07,-0.97,40.67,0,0.036607057,Low Risk,Active Regular Customers,No immediate action
3179.47,4,209.83333333333334,0.0,0.6666666666666666,839.33,0.0,4.0,0,0.0022962464,Low Risk,Occasional Flyers,No immediate action
9247.55,28,1991.4583333333333,1.0,0.10526315789473678,-0.05,0.0,2.0,0,0.019066695,Low Risk,Active Regular Customers,No immediate action
3265.16,19,1037.8333333333333,18.0,-0.5135135135135136,-1.0,-0.97,20.92,1,0.83405083,High Risk,Dormant Customers,30% bonus miles + reactivation email
4132.59,36,3748.3636363636365,4.0,2.9230769230769234,5.61,0.0,174.67,0,0.35240334,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
3237.92,43,2538.75,2.0,0.4666666666666666,0.44,72.0,18.92,0,0.018373659,Low Risk,Active Regular Customers,No immediate action
4362.93,74,11382.727272727272,0.0,1.1578947368421053,2.56,0.0,83.0,0,0.020471135,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
34708.87,20,1470.2916666666667,0.0,1.9999999999999996,9.54,0.0,4.0,0,0.013505034,Low Risk,Occasional Flyers,No immediate action
8676.7,41,2513.7916666666665,0.0,-0.09999999999999996,-0.12,0.74,8.92,0,0.0018578148,Low Risk,Active Regular Customers,No immediate action
5275.63,38,2230.8333333333335,0.0,0.22727272727272727,0.28,0.83,3.0,0,0.0022243434,Low Risk,Active Regular Customers,No immediate action
7703.4,50,3320.4583333333335,0.0,0.2692307692307692,0.57,-0.97,38.33,0,0.00167342,Low Risk,Active Regular Customers,No immediate action
5297.67,22,1600.375,1.0,-0.368421052631579,-0.74,1.18,23.0,0,0.0075037247,Low Risk,Active Regular Customers,No immediate action
19174.63,35,2122.4583333333335,0.0,0.11627906976744191,-0.11,-0.95,0.25,0,0.0043397276,Low Risk,Active Regular Customers,No immediate action
24108.3,38,2501.9166666666665,0.0,-0.12500000000000003,0.13,0.0,7.0,0,0.0037772323,Low Risk,Active Regular Customers,No immediate action
18635.9,39,2354.2083333333335,0.0,0.29545454545454536,0.54,-0.99,1.58,0,0.0016260822,Low Risk,Active Regular Customers,No immediate action
4428.03,58,3788.6666666666665,1.0,-0.09523809523809527,-0.15,-0.17,17.67,0,0.007911684,Low Risk,Active Regular Customers,No immediate action
10963.96,35,2705.7083333333335,1.0,0.3170731707317074,0.09,-0.97,16.25,0,0.0056078555,Low Risk,Active Regular Customers,No immediate action
10484.92,41,2297.7916666666665,0.0,0.23913043478260865,0.7,-0.97,10.92,0,0.0014662789,Low Risk,Active Regular Customers,No immediate action
12036.62,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6085993,Medium Risk,Occasional Flyers,Double miles campaign
37243.63,49,2561.8333333333335,0.0,0.21153846153846156,0.32,0.0,28.92,0,0.002122147,Low Risk,Active Regular Customers,No immediate action
6610.05,37,2247.5,0.0,0.6923076923076921,1.15,0.16,12.92,0,0.0011221098,Low Risk,Active Regular Customers,No immediate action
5800.17,30,1961.3333333333333,0.0,-0.048780487804877974,-0.23,5.96,11.0,0,0.0015292168,Low Risk,Active Regular Customers,No immediate action
5551.39,46,3443.7083333333335,0.0,-0.037735849056603786,-0.19,-0.99,23.0,0,0.0013816647,Low Risk,Active Regular Customers,No immediate action
5292.63,30,1901.3333333333333,4.0,-0.2325581395348837,-0.48,0.0,1.0,0,0.07655621,Low Risk,Active Regular Customers,No immediate action
7519.03,28,1982.5,3.0,-0.10000000000000003,-0.05,-0.98,18.0,0,0.04449778,Low Risk,Active Regular Customers,No immediate action
13736.13,28,1759.75,0.0,0.10526315789473678,0.64,-0.99,8.67,0,0.0016252107,Low Risk,Active Regular Customers,No immediate action
21274.34,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.77247554,Medium Risk,Occasional Flyers,Double miles campaign
4874.07,12,870.7083333333334,1.0,2.0,3482.83,0.0,14.67,0,0.006317495,Low Risk,Occasional Flyers,No immediate action
4315.67,36,2262.1666666666665,0.0,-0.25,-0.57,-0.99,3.33,0,0.0019376139,Low Risk,Active Regular Customers,No immediate action
17029.89,28,3615.0,2.0,2.0000000000000004,4.21,0.0,25.33,0,0.09928554,Low Risk,Active Regular Customers,No immediate action
23747.47,59,3534.2083333333335,0.0,-0.047619047619047575,-0.34,-0.97,5.58,0,0.006672887,Low Risk,Active Regular Customers,No immediate action
3993.88,40,2364.125,0.0,0.7999999999999999,2.21,0.0,8.67,0,0.0026008093,Low Risk,Active Regular Customers,No immediate action
3499.99,39,2506.4166666666665,0.0,0.5000000000000001,1.16,0.0,36.25,0,0.0027542282,Low Risk,Active Regular Customers,No immediate action
6993.84,28,1711.6666666666667,0.0,0.21621621621621623,0.09,2.55,22.67,0,0.0022307583,Low Risk,Active Regular Customers,No immediate action
4770.55,32,1990.6666666666667,0.0,0.8,1.9,-0.98,10.0,0,0.0016486674,Low Risk,Active Regular Customers,No immediate action
5083.79,29,1599.1666666666667,3.0,-0.02500000000000001,-0.02,0.0,2.25,0,0.030068051,Low Risk,Active Regular Customers,No immediate action
13024.13,46,2580.0416666666665,2.0,-0.18181818181818177,0.11,1.24,8.33,0,0.009194784,Low Risk,Active Regular Customers,No immediate action
2582.19,31,1700.75,0.0,0.7142857142857144,1.9,1.2,36.25,0,0.004243638,Low Risk,Active Regular Customers,No immediate action
6265.34,77,2748.1041666666665,0.0,0.5223880597014926,0.94,-0.99,58.92,0,0.0019347444,Low Risk,Active Regular Customers,No immediate action
13270.94,28,1762.5416666666667,0.0,0.10526315789473678,-0.47,0.54,44.0,0,0.0017581416,Low Risk,Active Regular Customers,No immediate action
11255.46,27,1872.0416666666667,6.0,-0.6,-1.0,0.0,7.58,1,0.23042262,Low Risk,Active Regular Customers,No immediate action
8012.92,2,174.5,0.0,0.3333333333333333,698.0,93.0,1.0,0,0.0018745493,Low Risk,Occasional Flyers,No immediate action
8420.43,5,202.95833333333334,0.0,0.8333333333333334,811.83,89.17,2.25,0,0.0043650027,Low Risk,Occasional Flyers,No immediate action
2719.51,20,1388.5,0.0,0.2580645161290323,0.19,-0.98,10.0,0,0.00300885,Low Risk,Active Regular Customers,No immediate action
5048.23,51,2660.8333333333335,0.0,0.5918367346938775,0.96,1.75,36.92,0,0.0019362192,Low Risk,Active Regular Customers,No immediate action
7482.49,31,4271.272727272727,1.0,-0.33333333333333337,-0.7,84.83,24.25,0,0.021615252,Low Risk,Active Regular Customers,No immediate action
8186.31,47,3237.9166666666665,0.0,0.1764705882352942,0.27,-0.47,24.92,0,0.0027834824,Low Risk,Active Regular Customers,No immediate action
8709.85,5,504.75,1.0,0.8333333333333334,2019.0,0.0,6.25,0,0.0068318993,Low Risk,Occasional Flyers,No immediate action
3238.0,30,3431.090909090909,2.0,5.0,9435.5,0.0,187.67,0,0.7503816,Medium Risk,Champions / Premium Travelers,VIP upgrade and lounge voucher
5107.16,34,2167.9166666666665,0.0,0.3499999999999999,0.79,-0.96,13.67,0,0.0017776205,Low Risk,Active Regular Customers,No immediate action
10901.23,44,2864.9583333333335,0.0,0.16326530612244888,0.36,4.26,18.0,0,0.0026252724,Low Risk,Active Regular Customers,No immediate action
2921.68,33,2448.6666666666665,0.0,0.3846153846153845,0.58,0.73,5.58,0,0.0022963677,Low Risk,Active Regular Customers,No immediate action
2839.57,41,2550.75,0.0,0.642857142857143,1.2,-0.95,2.92,0,0.0029590097,Low Risk,Active Regular Customers,No immediate action
7851.9,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5989688,Medium Risk,Occasional Flyers,Double miles campaign
7590.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5989688,Medium Risk,Occasional Flyers,Double miles campaign
8714.92,55,3881.5833333333335,0.0,0.23214285714285718,-0.03,-0.99,7.58,0,0.0014671491,Low Risk,Active Regular Customers,No immediate action
2628.47,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.72393084,Medium Risk,Occasional Flyers,Double miles campaign
5169.5,22,1376.9166666666667,1.0,0.05882352941176473,-0.11,-0.97,20.33,0,0.008183815,Low Risk,Active Regular Customers,No immediate action
3857.77,48,2709.375,0.0,0.8,1.53,-0.98,31.33,0,0.0024338865,Low Risk,Active Regular Customers,No immediate action
8028.48,46,7770.909090909091,0.0,2.7741935483870965,5.51,-0.95,51.67,0,0.054958526,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
4454.1,17,1021.25,4.0,0.5555555555555555,4.87,0.0,35.58,0,0.630426,Medium Risk,Occasional Flyers,Double miles campaign
4349.31,41,2655.5416666666665,0.0,0.06249999999999994,-0.16,6.23,6.92,0,0.0027314695,Low Risk,Active Regular Customers,No immediate action
10280.81,34,2393.4166666666665,0.0,0.24390243902439027,0.38,110.0,16.33,0,0.0013358905,Low Risk,Active Regular Customers,No immediate action
6369.26,41,2878.6666666666665,0.0,0.8749999999999999,1.21,1.57,6.25,0,0.003808501,Low Risk,Active Regular Customers,No immediate action
6986.6,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6793221,Medium Risk,Occasional Flyers,Double miles campaign
27789.69,4,230.91666666666666,22.0,-0.1818181818181818,-1.0,0.0,4.0,0,0.9675896,High Risk,Dormant Customers,30% bonus miles + reactivation email
6980.33,14,954.3333333333334,0.0,0.75,3.49,-0.96,3.67,0,0.00418926,Low Risk,Occasional Flyers,No immediate action
7582.11,38,2921.625,0.0,0.7692307692307692,1.28,104.17,41.67,0,0.003442585,Low Risk,Active Regular Customers,No immediate action
2693.76,39,2294.5,0.0,0.5000000000000001,1.44,4.25,30.92,0,0.0016237545,Low Risk,Active Regular Customers,No immediate action
3961.59,10,416.5833333333333,2.0,1.6666666666666667,1666.33,97.0,9.0,0,0.030399816,Low Risk,Occasional Flyers,No immediate action
6314.58,42,2469.8333333333335,0.0,0.04081632653061218,-0.16,-0.0,3.0,0,0.0055486355,Low Risk,Active Regular Customers,No immediate action
7769.84,33,1625.9583333333333,0.0,0.4999999999999999,1.57,-0.98,20.25,0,0.0015621269,Low Risk,Active Regular Customers,No immediate action
3274.19,33,2332.0416666666665,0.0,0.17073170731707327,0.68,7.57,21.58,0,0.0013911626,Low Risk,Active Regular Customers,No immediate action
11172.5,60,4124.708333333333,1.0,0.0,0.24,-0.99,87.33,0,0.010951021,Low Risk,Active Regular Customers,No immediate action
10171.34,24,1518.2916666666667,0.0,0.9655172413793102,1.79,168.17,0.0,0,0.0009258064,Low Risk,Occasional Flyers,No immediate action
6846.15,19,1093.875,1.0,0.031250000000000014,-0.49,-0.1,16.92,0,0.049892344,Low Risk,Occasional Flyers,No immediate action
22261.02,35,2307.9166666666665,1.0,0.11627906976744191,0.43,154.67,6.25,0,0.007056227,Low Risk,Active Regular Customers,No immediate action
3344.81,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.61886096,Medium Risk,Occasional Flyers,Double miles campaign
21101.21,44,3132.1666666666665,3.0,-0.6,-0.92,-0.98,30.0,0,0.037188943,Low Risk,Active Regular Customers,No immediate action
4222.63,35,1965.5416666666667,0.0,0.5384615384615384,0.35,-0.99,8.92,0,0.0009614895,Low Risk,Active Regular Customers,No immediate action
5107.16,37,2830.25,1.0,-0.2653061224489796,-0.3,0.0,6.92,0,0.008464555,Low Risk,Active Regular Customers,No immediate action
4177.88,4,257.8333333333333,0.0,0.6666666666666666,1031.33,68.0,4.0,0,0.002786564,Low Risk,Occasional Flyers,No immediate action
4673.2,32,1900.0,0.0,-0.1818181818181818,-0.52,-0.98,12.0,0,0.002084329,Low Risk,Active Regular Customers,No immediate action
7868.17,21,1134.75,0.0,1.1923076923076923,2.69,140.67,8.25,0,0.002993815,Low Risk,Occasional Flyers,No immediate action
11855.14,43,2755.0833333333335,1.0,0.10204081632653057,-0.14,0.0,4.92,0,0.007516046,Low Risk,Active Regular Customers,No immediate action
4558.43,40,2536.9583333333335,1.0,-0.2352941176470588,-0.12,5.86,14.0,0,0.0048619765,Low Risk,Active Regular Customers,No immediate action
3894.62,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.61384726,Medium Risk,Occasional Flyers,Double miles campaign
10507.69,21,1220.2083333333333,1.0,0.6551724137931034,1.33,0.0,12.92,0,0.006246038,Low Risk,Occasional Flyers,No immediate action
4909.84,5,287.0833333333333,0.0,0.8333333333333334,1148.33,0.0,6.25,0,0.0021074032,Low Risk,Occasional Flyers,No immediate action
5595.39,29,1998.625,0.0,0.676470588235294,1.58,160.17,8.25,0,0.0012650616,Low Risk,Active Regular Customers,No immediate action
4887.79,29,1874.8333333333333,0.0,0.41666666666666663,1.22,212.33,11.58,0,0.0008852501,Low Risk,Occasional Flyers,No immediate action
8277.64,42,2782.7916666666665,3.0,0.12499999999999996,0.18,-0.98,7.0,0,0.038698323,Low Risk,Active Regular Customers,No immediate action
8743.85,13,773.4166666666666,18.0,-0.4193548387096774,-1.0,0.0,10.92,1,0.9181926,High Risk,Dormant Customers,30% bonus miles + reactivation email
5293.37,27,1527.875,0.0,0.6363636363636362,1.17,-0.97,6.92,0,0.0022315057,Low Risk,Active Regular Customers,No immediate action
2530.71,11,625.3333333333334,2.0,0.19999999999999998,0.58,3.62,0.92,0,0.019671952,Low Risk,Occasional Flyers,No immediate action
4882.29,66,8471.727272727272,0.0,1.2941176470588238,2.95,0.0,80.33,0,0.04631523,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
5575.75,38,1934.3333333333333,1.0,-0.04255319148936172,-0.1,-0.97,33.67,0,0.006934595,Low Risk,Active Regular Customers,No immediate action
12885.79,38,5863.818181818182,3.0,5.3,109.99,88.67,227.67,0,0.46129555,Medium Risk,Champions / Premium Travelers,VIP upgrade and lounge voucher
7601.95,34,2799.6666666666665,0.0,0.046511627906976764,0.02,-0.97,12.33,0,0.0017695887,Low Risk,Active Regular Customers,No immediate action
3982.18,37,2191.9166666666665,0.0,0.2558139534883721,0.47,189.5,10.25,0,0.00088407844,Low Risk,Active Regular Customers,No immediate action
